case_id,resource,activity,start_time,end_time
613,unified_resource,Design loan offer,2023-04-04T11:58:11.592,2023-04-04T12:13:52.568
615,unified_resource,Check application form completeness,2023-04-04T11:30:00.000,2023-04-04T12:33:14.604
615,unified_resource,Appraise property,2023-04-04T12:33:14.604,2023-04-04T12:33:44.073
613,unified_resource,Approve loan offer,2023-04-04T12:13:52.568,2023-04-04T12:33:52.568
613,unified_resource,Approve application,2023-04-04T12:33:52.568,2023-04-04T12:38:52.568
614,unified_resource,Applicant completes form,2023-04-04T11:42:55.685,2023-04-04T12:42:55.685
614,unified_resource,Check application form completeness,2023-04-04T12:42:55.685,2023-04-04T12:46:39.534
614,unified_resource,Appraise property,2023-04-04T12:46:39.534,2023-04-04T12:53:42.446
615,unified_resource,Check credit history,2023-04-04T12:33:14.604,2023-04-04T13:01:49.536
617,unified_resource,Check application form completeness,2023-04-04T12:30:00.000,2023-04-04T13:02:00.814
617,unified_resource,Check credit history,2023-04-04T13:02:00.814,2023-04-04T13:04:12.298
618,unified_resource,Check application form completeness,2023-04-04T13:00:00.000,2023-04-04T13:09:03.034
618,unified_resource,Check credit history,2023-04-04T13:09:03.034,2023-04-04T13:15:52.202
618,unified_resource,Appraise property,2023-04-04T13:09:03.034,2023-04-04T13:34:15.760
617,unified_resource,Appraise property,2023-04-04T13:02:00.814,2023-04-04T13:35:27.565
616,unified_resource,Check application form completeness,2023-04-04T12:00:00.000,2023-04-04T13:39:12.792
614,unified_resource,Check credit history,2023-04-04T12:46:39.534,2023-04-04T13:42:35.517
616,unified_resource,Check credit history,2023-04-04T13:39:12.792,2023-04-04T13:42:58.153
614,unified_resource,AML check,2023-04-04T12:46:39.534,2023-04-04T13:44:55.930
619,unified_resource,Check application form completeness,2023-04-04T13:30:00.000,2023-04-04T13:53:43.286
614,unified_resource,Assess loan risk,2023-04-04T13:44:55.930,2023-04-04T14:04:55.930
614,unified_resource,Design loan offer,2023-04-04T14:04:55.930,2023-04-04T14:05:10.638
620,unified_resource,Check application form completeness,2023-04-04T14:00:00.000,2023-04-04T14:20:18.650
614,unified_resource,Approve loan offer,2023-04-04T14:05:10.638,2023-04-04T14:25:10.638
614,unified_resource,Cancel application,2023-04-04T14:25:10.638,2023-04-04T14:30:10.638
619,unified_resource,Appraise property,2023-04-04T13:53:43.286,2023-04-04T14:40:31.719
616,unified_resource,Appraise property,2023-04-04T13:39:12.792,2023-04-04T14:44:12.575
621,unified_resource,Check application form completeness,2023-04-04T14:30:00.000,2023-04-04T14:50:39.265
620,unified_resource,Appraise property,2023-04-04T14:40:31.719,2023-04-04T14:54:20.174
621,unified_resource,Appraise property,2023-04-04T14:50:39.265,2023-04-04T14:54:54.178
622,unified_resource,Check application form completeness,2023-04-04T15:00:00.000,2023-04-05T07:00:37.309
622,unified_resource,Check credit history,2023-04-05T07:00:37.309,2023-04-05T07:01:26.430
621,unified_resource,Check credit history,2023-04-04T14:50:39.265,2023-04-05T07:07:52.746
615,unified_resource,AML check,2023-04-04T12:33:14.604,2023-04-05T07:12:56.158
622,unified_resource,Appraise property,2023-04-05T07:00:37.309,2023-04-05T07:15:48.769
615,unified_resource,Assess loan risk,2023-04-05T07:12:56.158,2023-04-05T07:32:56.158
615,unified_resource,Reject application,2023-04-05T07:32:56.158,2023-04-05T07:42:56.158
616,unified_resource,AML check,2023-04-04T13:44:55.930,2023-04-05T07:53:56.667
617,unified_resource,AML check,2023-04-05T07:12:56.158,2023-04-05T07:55:34.747
618,unified_resource,AML check,2023-04-05T07:53:56.667,2023-04-05T07:57:56.156
624,unified_resource,Check application form completeness,2023-04-05T08:00:00.000,2023-04-05T08:01:02.258
624,unified_resource,Appraise property,2023-04-05T08:01:02.258,2023-04-05T08:06:03.416
623,unified_resource,Check application form completeness,2023-04-05T07:30:00.000,2023-04-05T08:08:52.843
623,unified_resource,Appraise property,2023-04-05T08:08:52.843,2023-04-05T08:09:34.468
619,unified_resource,AML check,2023-04-05T07:55:34.747,2023-04-05T08:12:09.851
616,unified_resource,Assess loan risk,2023-04-05T07:53:56.667,2023-04-05T08:13:56.667
617,unified_resource,Assess loan risk,2023-04-05T07:55:34.747,2023-04-05T08:15:34.747
617,unified_resource,Design loan offer,2023-04-05T08:15:34.747,2023-04-05T08:16:40.879
620,unified_resource,AML check,2023-04-05T07:57:56.156,2023-04-05T08:17:01.070
618,unified_resource,Assess loan risk,2023-04-05T07:57:56.156,2023-04-05T08:17:56.156
623,unified_resource,Check credit history,2023-04-05T08:08:52.843,2023-04-05T08:22:56.311
618,unified_resource,Design loan offer,2023-04-05T08:17:56.156,2023-04-05T08:23:03.622
616,unified_resource,Reject application,2023-04-05T08:13:56.667,2023-04-05T08:23:56.667
625,unified_resource,Check application form completeness,2023-04-05T08:30:00.000,2023-04-05T08:36:34.366
617,unified_resource,Approve loan offer,2023-04-05T08:16:40.879,2023-04-05T08:36:40.879
621,unified_resource,AML check,2023-04-05T08:12:09.851,2023-04-05T08:39:17.453
617,unified_resource,Cancel application,2023-04-05T08:36:40.879,2023-04-05T08:41:40.879
618,unified_resource,Approve loan offer,2023-04-05T08:23:03.622,2023-04-05T08:43:03.622
624,unified_resource,Check credit history,2023-04-05T08:01:02.258,2023-04-05T08:45:29.411
618,unified_resource,Cancel application,2023-04-05T08:43:03.622,2023-04-05T08:48:03.622
621,unified_resource,Assess loan risk,2023-04-05T08:39:17.453,2023-04-05T08:59:17.453
625,unified_resource,Appraise property,2023-04-05T08:36:34.366,2023-04-05T09:02:07.402
621,unified_resource,Design loan offer,2023-04-05T08:59:17.453,2023-04-05T09:03:41.483
619,unified_resource,Check credit history,2023-04-04T13:53:43.286,2023-04-05T09:11:29.272
620,unified_resource,Check credit history,2023-04-04T14:20:18.650,2023-04-05T09:18:29.805
621,unified_resource,Approve loan offer,2023-04-05T09:03:41.483,2023-04-05T09:23:41.483
621,unified_resource,Approve application,2023-04-05T09:23:41.483,2023-04-05T09:28:41.483
622,unified_resource,AML check,2023-04-05T08:17:01.070,2023-04-05T09:30:28.498
626,unified_resource,Check application form completeness,2023-04-05T09:00:00.000,2023-04-05T09:30:47.564
619,unified_resource,Assess loan risk,2023-04-05T09:11:29.272,2023-04-05T09:31:29.272
623,unified_resource,AML check,2023-04-05T08:39:17.453,2023-04-05T09:35:35.496
619,unified_resource,Design loan offer,2023-04-05T09:31:29.272,2023-04-05T09:37:35.199
620,unified_resource,Assess loan risk,2023-04-05T09:18:29.805,2023-04-05T09:38:29.805
625,unified_resource,AML check,2023-04-05T09:35:35.496,2023-04-05T09:38:52.504
620,unified_resource,Design loan offer,2023-04-05T09:38:29.805,2023-04-05T09:49:44.132
626,unified_resource,Appraise property,2023-04-05T09:30:47.564,2023-04-05T09:49:59.108
622,unified_resource,Assess loan risk,2023-04-05T09:30:28.498,2023-04-05T09:50:28.498
623,unified_resource,Assess loan risk,2023-04-05T09:35:35.496,2023-04-05T09:55:35.496
619,unified_resource,Approve loan offer,2023-04-05T09:37:35.199,2023-04-05T09:57:35.199
626,unified_resource,AML check,2023-04-05T09:38:52.504,2023-04-05T09:59:02.010
622,unified_resource,Reject application,2023-04-05T09:50:28.498,2023-04-05T10:00:28.498
619,unified_resource,Cancel application,2023-04-05T09:57:35.199,2023-04-05T10:02:35.199
620,unified_resource,Approve loan offer,2023-04-05T09:49:44.132,2023-04-05T10:09:44.132
628,unified_resource,Check application form completeness,2023-04-05T10:00:00.000,2023-04-05T10:10:05.641
625,unified_resource,Check credit history,2023-04-05T08:36:34.366,2023-04-05T10:10:06.389
620,unified_resource,Cancel application,2023-04-05T10:09:44.132,2023-04-05T10:14:44.132
623,unified_resource,Design loan offer,2023-04-05T09:55:35.496,2023-04-05T10:15:09.965
627,unified_resource,Check application form completeness,2023-04-05T09:30:00.000,2023-04-05T10:20:01.775
624,unified_resource,AML check,2023-04-05T09:30:28.498,2023-04-05T10:20:56.944
628,unified_resource,AML check,2023-04-05T10:10:05.641,2023-04-05T10:22:27.248
627,unified_resource,Appraise property,2023-04-05T10:20:01.775,2023-04-05T10:24:33.508
625,unified_resource,Assess loan risk,2023-04-05T10:10:06.389,2023-04-05T10:30:06.389
623,unified_resource,Approve loan offer,2023-04-05T10:15:09.965,2023-04-05T10:35:09.965
628,unified_resource,Check credit history,2023-04-05T10:10:05.641,2023-04-05T10:35:54.156
625,unified_resource,Design loan offer,2023-04-05T10:30:06.389,2023-04-05T10:39:50.935
623,unified_resource,Cancel application,2023-04-05T10:35:09.965,2023-04-05T10:40:09.965
624,unified_resource,Assess loan risk,2023-04-05T10:20:56.944,2023-04-05T10:40:56.944
629,unified_resource,Check application form completeness,2023-04-05T10:30:00.000,2023-04-05T10:43:28.109
629,unified_resource,AML check,2023-04-05T10:43:28.109,2023-04-05T10:44:14.775
628,unified_resource,Appraise property,2023-04-05T10:10:05.641,2023-04-05T10:44:49.214
624,unified_resource,Design loan offer,2023-04-05T10:40:56.944,2023-04-05T10:46:35.721
627,unified_resource,Check credit history,2023-04-05T10:20:01.775,2023-04-05T10:54:03.859
627,unified_resource,AML check,2023-04-05T10:20:56.944,2023-04-05T10:57:21.824
625,unified_resource,Approve loan offer,2023-04-05T10:39:50.935,2023-04-05T10:59:50.935
628,unified_resource,Assess loan risk,2023-04-05T10:44:49.214,2023-04-05T11:04:49.214
625,unified_resource,Cancel application,2023-04-05T10:59:50.935,2023-04-05T11:04:50.935
624,unified_resource,Approve loan offer,2023-04-05T10:46:35.721,2023-04-05T11:06:35.721
626,unified_resource,Check credit history,2023-04-05T09:30:47.564,2023-04-05T11:09:38.144
624,unified_resource,Cancel application,2023-04-05T11:06:35.721,2023-04-05T11:11:35.721
628,unified_resource,Reject application,2023-04-05T11:04:49.214,2023-04-05T11:14:49.214
627,unified_resource,Assess loan risk,2023-04-05T10:57:21.824,2023-04-05T11:17:21.824
627,unified_resource,Reject application,2023-04-05T11:17:21.824,2023-04-05T11:27:21.824
629,unified_resource,Appraise property,2023-04-05T10:43:28.109,2023-04-05T11:27:35.582
626,unified_resource,Assess loan risk,2023-04-05T11:09:38.144,2023-04-05T11:29:38.144
626,unified_resource,Design loan offer,2023-04-05T11:29:38.144,2023-04-05T11:30:44.805
630,unified_resource,Check application form completeness,2023-04-05T11:00:00.000,2023-04-05T11:30:59.460
630,unified_resource,Appraise property,2023-04-05T11:30:59.460,2023-04-05T11:31:36.772
631,unified_resource,Check application form completeness,2023-04-05T11:30:00.000,2023-04-05T11:32:24.006
631,unified_resource,Return application back to applicant,2023-04-05T11:32:24.006,2023-04-05T11:37:24.006
630,unified_resource,AML check,2023-04-05T11:30:59.460,2023-04-05T11:45:44.117
626,unified_resource,Approve loan offer,2023-04-05T11:30:44.805,2023-04-05T11:50:44.805
630,unified_resource,Check credit history,2023-04-05T11:30:59.460,2023-04-05T11:54:21.387
626,unified_resource,Cancel application,2023-04-05T11:50:44.805,2023-04-05T11:55:44.805
630,unified_resource,Assess loan risk,2023-04-05T11:54:21.387,2023-04-05T12:14:21.387
630,unified_resource,Design loan offer,2023-04-05T12:14:21.387,2023-04-05T12:18:26.374
632,unified_resource,Check application form completeness,2023-04-05T12:00:00.000,2023-04-05T12:29:47.653
632,unified_resource,Return application back to applicant,2023-04-05T12:29:47.653,2023-04-05T12:34:47.653
631,unified_resource,Applicant completes form,2023-04-05T11:37:24.006,2023-04-05T12:37:24.006
630,unified_resource,Approve loan offer,2023-04-05T12:18:26.374,2023-04-05T12:38:26.374
629,unified_resource,Check credit history,2023-04-05T10:43:28.109,2023-04-05T12:38:50.237
630,unified_resource,Cancel application,2023-04-05T12:38:26.374,2023-04-05T12:43:26.374
633,unified_resource,Check application form completeness,2023-04-05T12:30:00.000,2023-04-05T12:50:29.399
633,unified_resource,Check credit history,2023-04-05T12:50:29.399,2023-04-05T12:54:59.466
629,unified_resource,Assess loan risk,2023-04-05T12:38:50.237,2023-04-05T12:58:50.237
634,unified_resource,Check application form completeness,2023-04-05T13:00:00.000,2023-04-05T13:02:40.731
631,unified_resource,Check application form completeness,2023-04-05T12:37:24.006,2023-04-05T13:04:33.136
629,unified_resource,Reject application,2023-04-05T12:58:50.237,2023-04-05T13:08:50.237
634,unified_resource,Check credit history,2023-04-05T13:02:40.731,2023-04-05T13:10:01.154
631,unified_resource,Check credit history,2023-04-05T13:04:33.136,2023-04-05T13:10:34.766
633,unified_resource,AML check,2023-04-05T12:50:29.399,2023-04-05T13:20:23.122
633,unified_resource,Appraise property,2023-04-05T12:50:29.399,2023-04-05T13:28:18.859
632,unified_resource,Applicant completes form,2023-04-05T12:37:24.006,2023-04-05T13:37:24.006
635,unified_resource,Check application form completeness,2023-04-05T13:30:00.000,2023-04-05T13:39:22.548
633,unified_resource,Assess loan risk,2023-04-05T13:28:18.859,2023-04-05T13:48:18.859
631,unified_resource,Appraise property,2023-04-05T13:28:18.859,2023-04-05T13:49:48.604
635,unified_resource,Appraise property,2023-04-05T13:49:48.604,2023-04-05T13:50:26.482
632,unified_resource,Check application form completeness,2023-04-05T13:37:24.006,2023-04-05T13:59:58.179
633,unified_resource,Design loan offer,2023-04-05T13:48:18.859,2023-04-05T14:06:56.570
635,unified_resource,Check credit history,2023-04-05T13:39:22.548,2023-04-05T14:11:02.576
632,unified_resource,Appraise property,2023-04-05T13:59:58.179,2023-04-05T14:12:28.873
631,unified_resource,AML check,2023-04-05T13:20:23.122,2023-04-05T14:23:18.937
636,unified_resource,Check application form completeness,2023-04-05T14:00:00.000,2023-04-05T14:23:37.793
633,unified_resource,Approve loan offer,2023-04-05T14:06:56.570,2023-04-05T14:26:56.570
633,unified_resource,Cancel application,2023-04-05T14:26:56.570,2023-04-05T14:31:56.570
636,unified_resource,Check credit history,2023-04-05T14:23:37.793,2023-04-05T14:33:48.616
634,unified_resource,AML check,2023-04-05T13:02:40.731,2023-04-05T14:34:23.449
637,unified_resource,Check application form completeness,2023-04-05T14:30:00.000,2023-04-05T14:34:41.223
631,unified_resource,Assess loan risk,2023-04-05T14:23:18.937,2023-04-05T14:43:18.937
634,unified_resource,Appraise property,2023-04-05T13:02:40.731,2023-04-05T14:45:27.160
632,unified_resource,AML check,2023-04-05T14:23:18.937,2023-04-05T14:46:06.069
636,unified_resource,Appraise property,2023-04-05T14:23:37.793,2023-04-05T14:46:06.872
636,unified_resource,AML check,2023-04-05T14:46:06.069,2023-04-05T14:49:26.028
632,unified_resource,Check credit history,2023-04-05T13:59:58.179,2023-04-05T14:50:28.558
631,unified_resource,Reject application,2023-04-05T14:43:18.937,2023-04-05T14:53:18.937
638,unified_resource,Check application form completeness,2023-04-05T15:00:00.000,2023-04-06T07:00:44.390
637,unified_resource,Appraise property,2023-04-05T14:45:27.160,2023-04-06T07:05:00.365
634,unified_resource,Assess loan risk,2023-04-05T14:45:27.160,2023-04-06T07:05:27.160
638,unified_resource,Check credit history,2023-04-06T07:00:44.390,2023-04-06T07:05:52.207
636,unified_resource,Assess loan risk,2023-04-05T14:49:26.028,2023-04-06T07:09:26.028
636,unified_resource,Design loan offer,2023-04-06T07:09:26.028,2023-04-06T07:10:09.795
632,unified_resource,Assess loan risk,2023-04-05T14:50:28.558,2023-04-06T07:10:28.558
632,unified_resource,Design loan offer,2023-04-06T07:10:28.558,2023-04-06T07:10:50.754
634,unified_resource,Reject application,2023-04-06T07:05:27.160,2023-04-06T07:15:27.160
636,unified_resource,Approve loan offer,2023-04-06T07:10:09.795,2023-04-06T07:30:09.795
632,unified_resource,Approve loan offer,2023-04-06T07:10:50.754,2023-04-06T07:30:50.754
639,unified_resource,Check application form completeness,2023-04-06T07:30:00.000,2023-04-06T07:31:13.442
639,unified_resource,Check credit history,2023-04-06T07:31:13.442,2023-04-06T07:31:29.695
636,unified_resource,Approve application,2023-04-06T07:30:09.795,2023-04-06T07:35:09.795
632,unified_resource,Cancel application,2023-04-06T07:30:50.754,2023-04-06T07:35:50.754
638,unified_resource,Appraise property,2023-04-06T07:00:44.390,2023-04-06T07:55:33.868
639,unified_resource,Appraise property,2023-04-06T07:31:13.442,2023-04-06T07:57:42.267
637,unified_resource,Check credit history,2023-04-05T14:34:41.223,2023-04-06T08:02:07.254
640,unified_resource,Check application form completeness,2023-04-06T08:00:00.000,2023-04-06T08:10:12.727
637,unified_resource,AML check,2023-04-05T14:49:26.028,2023-04-06T08:15:51.427
640,unified_resource,Appraise property,2023-04-06T08:10:12.727,2023-04-06T08:22:16.096
635,unified_resource,AML check,2023-04-05T14:34:23.449,2023-04-06T08:28:06.139
641,unified_resource,Check application form completeness,2023-04-06T08:30:00.000,2023-04-06T08:32:58.096
637,unified_resource,Assess loan risk,2023-04-06T08:15:51.427,2023-04-06T08:35:51.427
641,unified_resource,Return application back to applicant,2023-04-06T08:32:58.096,2023-04-06T08:37:58.096
638,unified_resource,AML check,2023-04-06T08:15:51.427,2023-04-06T08:39:30.272
637,unified_resource,Reject application,2023-04-06T08:35:51.427,2023-04-06T08:45:51.427
635,unified_resource,Assess loan risk,2023-04-06T08:28:06.139,2023-04-06T08:48:06.139
640,unified_resource,AML check,2023-04-06T08:39:30.272,2023-04-06T08:54:04.108
640,unified_resource,Check credit history,2023-04-06T08:10:12.727,2023-04-06T08:58:48.325
638,unified_resource,Assess loan risk,2023-04-06T08:39:30.272,2023-04-06T08:59:30.272
635,unified_resource,Design loan offer,2023-04-06T08:48:06.139,2023-04-06T09:02:36.138
639,unified_resource,AML check,2023-04-06T08:28:06.139,2023-04-06T09:03:15.016
638,unified_resource,Reject application,2023-04-06T08:59:30.272,2023-04-06T09:09:30.272
640,unified_resource,Assess loan risk,2023-04-06T08:58:48.325,2023-04-06T09:18:48.325
635,unified_resource,Approve loan offer,2023-04-06T09:02:36.138,2023-04-06T09:22:36.138
642,unified_resource,Check application form completeness,2023-04-06T09:00:00.000,2023-04-06T09:23:12.450
639,unified_resource,Assess loan risk,2023-04-06T09:03:15.016,2023-04-06T09:23:15.016
642,unified_resource,Appraise property,2023-04-06T09:23:12.450,2023-04-06T09:26:04.304
635,unified_resource,Cancel application,2023-04-06T09:22:36.138,2023-04-06T09:27:36.138
642,unified_resource,AML check,2023-04-06T09:23:12.450,2023-04-06T09:29:55.838
639,unified_resource,Design loan offer,2023-04-06T09:23:15.016,2023-04-06T09:33:20.681
640,unified_resource,Design loan offer,2023-04-06T09:18:48.325,2023-04-06T09:36:17.448
641,unified_resource,Applicant completes form,2023-04-06T08:37:58.096,2023-04-06T09:37:58.096
639,unified_resource,Approve loan offer,2023-04-06T09:33:20.681,2023-04-06T09:53:20.681
640,unified_resource,Approve loan offer,2023-04-06T09:36:17.448,2023-04-06T09:56:17.448
639,unified_resource,Cancel application,2023-04-06T09:53:20.681,2023-04-06T09:58:20.681
643,unified_resource,Check application form completeness,2023-04-06T09:30:00.000,2023-04-06T09:58:41.304
642,unified_resource,Check credit history,2023-04-06T09:23:12.450,2023-04-06T09:58:46.047
640,unified_resource,Approve application,2023-04-06T09:56:17.448,2023-04-06T10:01:17.448
643,unified_resource,Appraise property,2023-04-06T09:58:41.304,2023-04-06T10:05:47.659
643,unified_resource,AML check,2023-04-06T09:58:41.304,2023-04-06T10:06:03.733
644,unified_resource,Check application form completeness,2023-04-06T10:00:00.000,2023-04-06T10:10:08.941
641,unified_resource,Check application form completeness,2023-04-06T09:37:58.096,2023-04-06T10:14:25.179
642,unified_resource,Assess loan risk,2023-04-06T09:58:46.047,2023-04-06T10:18:46.047
642,unified_resource,Design loan offer,2023-04-06T10:18:46.047,2023-04-06T10:30:48.586
644,unified_resource,Appraise property,2023-04-06T10:10:08.941,2023-04-06T10:30:51.046
641,unified_resource,Check credit history,2023-04-06T10:14:25.179,2023-04-06T10:38:35.291
644,unified_resource,AML check,2023-04-06T10:10:08.941,2023-04-06T10:45:13.512
645,unified_resource,Check application form completeness,2023-04-06T10:30:00.000,2023-04-06T10:46:26.801
645,unified_resource,Appraise property,2023-04-06T10:46:26.801,2023-04-06T10:48:14.508
643,unified_resource,Check credit history,2023-04-06T09:58:41.304,2023-04-06T10:50:48.180
642,unified_resource,Approve loan offer,2023-04-06T10:30:48.586,2023-04-06T10:50:48.586
645,unified_resource,AML check,2023-04-06T10:46:26.801,2023-04-06T10:53:40.957
641,unified_resource,Appraise property,2023-04-06T10:14:25.179,2023-04-06T10:54:35.081
644,unified_resource,Check credit history,2023-04-06T10:10:08.941,2023-04-06T10:55:10.153
642,unified_resource,Cancel application,2023-04-06T10:50:48.586,2023-04-06T10:55:48.586
643,unified_resource,Assess loan risk,2023-04-06T10:50:48.180,2023-04-06T11:10:48.180
643,unified_resource,Design loan offer,2023-04-06T11:10:48.180,2023-04-06T11:11:37.597
644,unified_resource,Assess loan risk,2023-04-06T10:55:10.153,2023-04-06T11:15:10.153
644,unified_resource,Reject application,2023-04-06T11:15:10.153,2023-04-06T11:25:10.153
641,unified_resource,AML check,2023-04-06T10:14:25.179,2023-04-06T11:28:45.172
643,unified_resource,Approve loan offer,2023-04-06T11:11:37.597,2023-04-06T11:31:37.597
643,unified_resource,Cancel application,2023-04-06T11:31:37.597,2023-04-06T11:36:37.597
641,unified_resource,Assess loan risk,2023-04-06T11:28:45.172,2023-04-06T11:48:45.172
646,unified_resource,Check application form completeness,2023-04-06T11:00:00.000,2023-04-06T11:49:13.435
646,unified_resource,AML check,2023-04-06T11:49:13.435,2023-04-06T11:55:13.923
645,unified_resource,Check credit history,2023-04-06T10:46:26.801,2023-04-06T12:01:09.186
641,unified_resource,Design loan offer,2023-04-06T11:48:45.172,2023-04-06T12:01:26.774
645,unified_resource,Assess loan risk,2023-04-06T12:01:09.186,2023-04-06T12:21:09.186
641,unified_resource,Approve loan offer,2023-04-06T12:01:26.774,2023-04-06T12:21:26.774
646,unified_resource,Check credit history,2023-04-06T11:49:13.435,2023-04-06T12:21:33.828
645,unified_resource,Design loan offer,2023-04-06T12:21:09.186,2023-04-06T12:24:42.610
641,unified_resource,Cancel application,2023-04-06T12:21:26.774,2023-04-06T12:26:26.774
649,unified_resource,Check application form completeness,2023-04-06T12:30:00.000,2023-04-06T12:32:26.487
648,unified_resource,Check application form completeness,2023-04-06T12:00:00.000,2023-04-06T12:32:52.590
649,unified_resource,Appraise property,2023-04-06T12:32:26.487,2023-04-06T12:33:59.563
647,unified_resource,Check application form completeness,2023-04-06T11:30:00.000,2023-04-06T12:35:05.216
648,unified_resource,Appraise property,2023-04-06T12:33:59.563,2023-04-06T12:37:23.603
646,unified_resource,Appraise property,2023-04-06T11:49:13.435,2023-04-06T12:42:01.468
645,unified_resource,Approve loan offer,2023-04-06T12:24:42.610,2023-04-06T12:44:42.610
648,unified_resource,AML check,2023-04-06T12:32:52.590,2023-04-06T12:45:46.323
647,unified_resource,Check credit history,2023-04-06T12:35:05.216,2023-04-06T12:48:57.838
645,unified_resource,Cancel application,2023-04-06T12:44:42.610,2023-04-06T12:49:42.610
646,unified_resource,Assess loan risk,2023-04-06T12:42:01.468,2023-04-06T13:02:01.468
646,unified_resource,Design loan offer,2023-04-06T13:02:01.468,2023-04-06T13:02:04.673
650,unified_resource,Check application form completeness,2023-04-06T13:00:00.000,2023-04-06T13:05:26.607
650,unified_resource,Appraise property,2023-04-06T13:05:26.607,2023-04-06T13:13:25.397
650,unified_resource,Check credit history,2023-04-06T13:05:26.607,2023-04-06T13:20:26.920
649,unified_resource,Check credit history,2023-04-06T12:32:26.487,2023-04-06T13:20:39.469
646,unified_resource,Approve loan offer,2023-04-06T13:02:04.673,2023-04-06T13:22:04.673
648,unified_resource,Check credit history,2023-04-06T12:32:52.590,2023-04-06T13:24:10.284
646,unified_resource,Cancel application,2023-04-06T13:22:04.673,2023-04-06T13:27:04.673
647,unified_resource,Appraise property,2023-04-06T12:37:23.603,2023-04-06T13:27:46.913
648,unified_resource,Assess loan risk,2023-04-06T13:24:10.284,2023-04-06T13:44:10.284
648,unified_resource,Reject application,2023-04-06T13:44:10.284,2023-04-06T13:54:10.284
651,unified_resource,Check application form completeness,2023-04-06T13:30:00.000,2023-04-06T13:54:40.367
651,unified_resource,Appraise property,2023-04-06T13:54:40.367,2023-04-06T14:14:18.955
652,unified_resource,Check application form completeness,2023-04-06T14:00:00.000,2023-04-06T14:14:25.791
652,unified_resource,Return application back to applicant,2023-04-06T14:14:25.791,2023-04-06T14:19:25.791
651,unified_resource,Check credit history,2023-04-06T13:54:40.367,2023-04-06T14:25:08.096
647,unified_resource,AML check,2023-04-06T12:45:46.323,2023-04-06T14:26:25.681
650,unified_resource,AML check,2023-04-06T14:26:25.681,2023-04-06T14:32:53.202
653,unified_resource,Check application form completeness,2023-04-06T14:30:00.000,2023-04-06T14:35:45.411
653,unified_resource,Return application back to applicant,2023-04-06T14:35:45.411,2023-04-06T14:40:45.411
647,unified_resource,Assess loan risk,2023-04-06T14:26:25.681,2023-04-06T14:46:25.681
650,unified_resource,Assess loan risk,2023-04-06T14:32:53.202,2023-04-06T14:52:53.202
650,unified_resource,Design loan offer,2023-04-06T14:52:53.202,2023-04-06T14:54:07.018
647,unified_resource,Design loan offer,2023-04-06T14:46:25.681,2023-04-06T14:56:09.907
651,unified_resource,AML check,2023-04-06T14:32:53.202,2023-04-07T07:01:43.145
654,unified_resource,Check application form completeness,2023-04-06T15:00:00.000,2023-04-07T07:06:19.305
650,unified_resource,Approve loan offer,2023-04-06T14:54:07.018,2023-04-07T07:14:07.018
647,unified_resource,Approve loan offer,2023-04-06T14:56:09.907,2023-04-07T07:16:09.907
650,unified_resource,Approve application,2023-04-07T07:14:07.018,2023-04-07T07:19:07.018
652,unified_resource,Applicant completes form,2023-04-06T14:19:25.791,2023-04-07T07:19:25.791
647,unified_resource,Approve application,2023-04-07T07:16:09.907,2023-04-07T07:21:09.907
651,unified_resource,Assess loan risk,2023-04-07T07:01:43.145,2023-04-07T07:21:43.145
652,unified_resource,Check application form completeness,2023-04-07T07:19:25.791,2023-04-07T07:22:34.006
652,unified_resource,Appraise property,2023-04-07T07:22:34.006,2023-04-07T07:25:22.834
654,unified_resource,Appraise property,2023-04-07T07:06:19.305,2023-04-07T07:25:36.731
651,unified_resource,Design loan offer,2023-04-07T07:21:43.145,2023-04-07T07:28:30.090
652,unified_resource,Check credit history,2023-04-07T07:22:34.006,2023-04-07T07:36:19.461
651,unified_resource,Approve loan offer,2023-04-07T07:28:30.090,2023-04-07T07:48:30.090
654,unified_resource,AML check,2023-04-07T07:06:19.305,2023-04-07T07:51:26.583
651,unified_resource,Cancel application,2023-04-07T07:48:30.090,2023-04-07T07:53:30.090
649,unified_resource,AML check,2023-04-06T12:32:26.487,2023-04-07T07:54:22.061
655,unified_resource,Check application form completeness,2023-04-07T07:30:00.000,2023-04-07T07:56:00.886
654,unified_resource,Check credit history,2023-04-07T07:06:19.305,2023-04-07T07:56:04.519
652,unified_resource,AML check,2023-04-07T07:51:26.583,2023-04-07T08:02:08.102
655,unified_resource,Appraise property,2023-04-07T07:56:00.886,2023-04-07T08:02:36.554
649,unified_resource,Assess loan risk,2023-04-07T07:54:22.061,2023-04-07T08:14:22.061
655,unified_resource,AML check,2023-04-07T07:56:00.886,2023-04-07T08:15:21.513
654,unified_resource,Assess loan risk,2023-04-07T07:56:04.519,2023-04-07T08:16:04.519
653,unified_resource,Applicant completes form,2023-04-07T07:19:25.791,2023-04-07T08:19:25.791
652,unified_resource,Assess loan risk,2023-04-07T08:02:08.102,2023-04-07T08:22:08.102
649,unified_resource,Design loan offer,2023-04-07T08:14:22.061,2023-04-07T08:22:24.710
653,unified_resource,Check application form completeness,2023-04-07T08:19:25.791,2023-04-07T08:24:27.050
654,unified_resource,Reject application,2023-04-07T08:16:04.519,2023-04-07T08:26:04.519
653,unified_resource,Check credit history,2023-04-07T08:24:27.050,2023-04-07T08:31:39.762
